coordinate	declared_license_names	license_urls	license_evidence_coordinate	pom_sha256	verified_artifacts
androidx.concurrent:concurrent-futures:1.1.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.concurrent:concurrent-futures:1.1.0	748a34eb5d13d19d187adecaea82667fded5f1b0b98a655e13ed2e4a8b3d8ae6	concurrent-futures-1.1.0.jar | concurrent-futures-1.1.0.module
androidx.concurrent:concurrent-futures:1.2.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.concurrent:concurrent-futures:1.2.0	6be9a98d6cd75a787eeae2a1a0a3440ebe1ab4639740df9ec028094ab59b622f	concurrent-futures-1.2.0.jar | concurrent-futures-1.2.0.module
androidx.concurrent:concurrent-futures-ktx:1.1.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.concurrent:concurrent-futures-ktx:1.1.0	c903f8f51e3f4ea5e7e1f0a6fe3be873c357221227d103d08d7fd042f4b7570c	concurrent-futures-ktx-1.1.0.jar | concurrent-futures-ktx-1.1.0.module
androidx.concurrent:concurrent-futures-ktx:1.2.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.concurrent:concurrent-futures-ktx:1.2.0	7869d39aa7a7754a4f311771abfd9d95ccbd7ffb27e970f8cb15fdf5b5355b6d	concurrent-futures-ktx-1.2.0.jar | concurrent-futures-ktx-1.2.0.module
androidx.core:core:1.1.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core:1.1.0	dae46132cdcd46b798425f7cb78fd65890869b6d26101ccdcd43461a4f51754c	core-1.1.0.pom
androidx.core:core:1.13.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core:1.13.1	527abfa5a8d6af748b37e1c0162d1633a2d5ea4387b0205a8b436b6214ba1cf6	core-1.13.1.module
androidx.core:core:1.16.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core:1.16.0	074974a1550221af7aa85ded6903c3d84c9bdedf9e6b4ff3b0cb471329b5ac77	core-1.16.0.aar | core-1.16.0.module
androidx.core:core:1.18.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core:1.18.0	57d644ebb37d309ad959d740157d8e8424e273b9c672842e4f4c758edc6d30e7	core-1.18.0.aar | core-1.18.0.module
androidx.core:core:1.2.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core:1.2.0	3d1f4e37b77dd92353879a040ab4ce2f706798bcbdf066147491c3642b3f79a6	core-1.2.0.aar | core-1.2.0.pom
androidx.core:core:1.3.2	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core:1.3.2	afb5ea494dd083ed404cd51f580d218e37362f8ae326e893bee521290ed34920	core-1.3.2.pom
androidx.core:core:1.7.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core:1.7.0	6c4e7ff09a769cf49ec56705c02ca5caaa25fb2b035e2a3135f1d9787c61702c	core-1.7.0.module
androidx.core:core-backported-fixes:1.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core-backported-fixes:1.0.0	539ad0c516cb9465acf63ca651a97e4d168e284e3a1c63c2326668acd046f68e	core-backported-fixes-1.0.0.aar | core-backported-fixes-1.0.0.module
androidx.core:core-ktx:1.12.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core-ktx:1.12.0	d719c42b2aadc06e9d6f53acc540fb800501824125a016572cc6cffdad93099a	core-ktx-1.12.0.module
androidx.core:core-ktx:1.16.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core-ktx:1.16.0	4660cfb606ed89828ba3e10f79b29809ffb677ee5d2346fe9bcb03dfc4b9b645	core-ktx-1.16.0.aar | core-ktx-1.16.0.module
androidx.core:core-ktx:1.18.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core-ktx:1.18.0	3a5e0009e06517627756b9203d9a8f055fda87b215a17b775bae568697854196	core-ktx-1.18.0.aar | core-ktx-1.18.0.module
androidx.core:core-ktx:1.2.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core-ktx:1.2.0	29eaddba4e6a35e68a128e594ebae3b72ef7e767f1b273ef93dc2ed019ff97f6	core-ktx-1.2.0.aar | core-ktx-1.2.0.pom
androidx.core:core-ktx:1.5.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core-ktx:1.5.0	04d3d961fc2be241f37a7ba17a130a60d7a33b04019916047b2f53cfb58b2911	core-ktx-1.5.0.module
androidx.core:core-ktx:1.9.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core-ktx:1.9.0	1aed224f87f76641eca02f79a8e365d72e9ccb902984f8f53183c4420c945500	core-ktx-1.9.0.module
androidx.core:core-viewtree:1.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.core:core-viewtree:1.0.0	d4f2ed1176fa8c5612b80f74c952a8799142a9ed36022a1a238fde5b140580d9	core-viewtree-1.0.0.aar | core-viewtree-1.0.0.module
androidx.cursoradapter:cursoradapter:1.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.cursoradapter:cursoradapter:1.0.0	62d95c89850af21030b19f14d5f7ecd6d8bcc9a3014c59002ec99624caac8100	cursoradapter-1.0.0.aar | cursoradapter-1.0.0.pom
androidx.customview:customview:1.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.customview:customview:1.0.0	ce9e47b87184f5bd5e139e9becd5b26476d42d78c31bf2fdedc37acb41b9ad49	customview-1.0.0.aar | customview-1.0.0.pom
androidx.customview:customview-poolingcontainer:1.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.customview:customview-poolingcontainer:1.0.0	9fa62196c4c4e79b6a58dbb38a8c022bef8db21989d7dae2da0f6f5b66289a9c	customview-poolingcontainer-1.0.0.aar | customview-poolingcontainer-1.0.0.module
androidx.databinding:databinding-common:9.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.databinding:databinding-common:9.1.1	8ff9b574a47b165430a630d98c22e61fbce5b60d38fef46cc17e6f6cb7cded4d	databinding-common-9.1.1.jar | databinding-common-9.1.1.pom
androidx.databinding:databinding-compiler-common:9.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.databinding:databinding-compiler-common:9.1.1	2946c02f576ba9d80e35d9e3974f9d912a7358cff50c09ef6c2b89a861c0a7b0	databinding-compiler-common-9.1.1.jar | databinding-compiler-common-9.1.1.pom
androidx.documentfile:documentfile:1.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.documentfile:documentfile:1.0.0	013288a9317a552706ce625fb24493e8223288529223ec578cf855a5ae9c16e5	documentfile-1.0.0.aar | documentfile-1.0.0.pom
androidx.drawerlayout:drawerlayout:1.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.drawerlayout:drawerlayout:1.0.0	da6733425a83f5ce850878fa7201082345fed7c668dd58550fdd19c0396c6fa4	drawerlayout-1.0.0.aar | drawerlayout-1.0.0.pom
androidx.dynamicanimation:dynamicanimation:1.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.dynamicanimation:dynamicanimation:1.0.0	44ce22ee620d28f17301bcc60ad49b69b7d0596c2a87b054ad1e3feac7b4a898	dynamicanimation-1.0.0.aar | dynamicanimation-1.0.0.pom
androidx.emoji2:emoji2:1.2.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.emoji2:emoji2:1.2.0	faf5955d2c9b09bba92e51569f2b928419ded05b5c9649c0453c925c7da62360	emoji2-1.2.0.module
androidx.emoji2:emoji2:1.3.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.emoji2:emoji2:1.3.0	14ebbea8234f013211965fdd08b42ee907ce0075af321018c8c2865c2e5db0eb	emoji2-1.3.0.module
androidx.emoji2:emoji2:1.4.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.emoji2:emoji2:1.4.0	1f67221484f7d1260eb6e2b490cd4e7046bf5cb536276d79f972ad3f198b474d	emoji2-1.4.0.aar | emoji2-1.4.0.module
androidx.exifinterface:exifinterface:1.3.6	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.exifinterface:exifinterface:1.3.6	59cfe5bd98506c27617b778143eb09a6b986a5417a0b1b0fd8b875eaa8db4bab	exifinterface-1.3.6.aar | exifinterface-1.3.6.module
androidx.exifinterface:exifinterface:1.4.2	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.exifinterface:exifinterface:1.4.2	b11c0763f3094d28664412b7d3316bb5d1a785810fb7b4fe5f356cd5cbcd1725	exifinterface-1.4.2.aar | exifinterface-1.4.2.module
androidx.fragment:fragment:1.1.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.fragment:fragment:1.1.0	ef78eb27ac02ddf3545d5f8a3857c73a2837a01853f8d5fcf77251011db52544	fragment-1.1.0.aar | fragment-1.1.0.pom
androidx.graphics:graphics-path:1.0.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.graphics:graphics-path:1.0.1	866fb357c7146f5f7678ad44e4bc6c2823d568defce1ed2805bb6c899606b228	graphics-path-1.0.1.aar | graphics-path-1.0.1.module
androidx.interpolator:interpolator:1.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.interpolator:interpolator:1.0.0	0ddc07cc39699f48ecd9ec894b5830c0f09e22e82959294edf37217224c88b7b	interpolator-1.0.0.aar | interpolator-1.0.0.pom
androidx.legacy:legacy-support-core-utils:1.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.legacy:legacy-support-core-utils:1.0.0	8fd093008b3ee7c06e52c78da2af980a7b47b69b967fa91dad7af466f7a00a38	legacy-support-core-utils-1.0.0.aar | legacy-support-core-utils-1.0.0.pom
androidx.lifecycle:lifecycle-common:2.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-common:2.0.0	04d525073469214d0c99e81aaa875dd548ba32b82945abd8326bc50229df700d	lifecycle-common-2.0.0.pom
androidx.lifecycle:lifecycle-common:2.1.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-common:2.1.0	692c2a60437a95220c8fbb6e8943196f255f535d1a7c58714e6c46530782f276	lifecycle-common-2.1.0.pom
androidx.lifecycle:lifecycle-common:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-common:2.10.0	1004f4df05118b13c2a909846badc66646ed277944706a604e4dd8284d53548b	lifecycle-common-2.10.0.module
androidx.lifecycle:lifecycle-common:2.3.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-common:2.3.1	8cd23d889a14095c6ce16840d29b1a6388fa5e115144c1309d4d6d469c1bc351	lifecycle-common-2.3.1.jar | lifecycle-common-2.3.1.module
androidx.lifecycle:lifecycle-common:2.5.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-common:2.5.1	82d2192e3de9fdd7f45b9088e27315e7dbec02d094632faa6a39251690d28cc0	lifecycle-common-2.5.1.module
androidx.lifecycle:lifecycle-common:2.6.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-common:2.6.1	3e66830d59fae52e1030b4be724b1e577ac814d27335fdf81a71283dc0829f1a	lifecycle-common-2.6.1.module
androidx.lifecycle:lifecycle-common:2.6.2	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-common:2.6.2	57304cdac4da289a6ecdd0738e16b1d8858f1ef8e9fabe2d65a963719fd81dba	lifecycle-common-2.6.2.jar | lifecycle-common-2.6.2.module
androidx.lifecycle:lifecycle-common:2.9.4	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-common:2.9.4	0e3a0c8798d26f49238550a3dc4d6bd465d49b82bcb759ca3c463a31600e721c	lifecycle-common-2.9.4.module
androidx.lifecycle:lifecycle-common-java8:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-common-java8:2.10.0	afaa5d85193a6b108a25f6fa8a8ae3e7b2b0b2b2b7cf53597f72bcb4f5942718	lifecycle-common-java8-2.10.0.jar | lifecycle-common-java8-2.10.0.module
androidx.lifecycle:lifecycle-common-jvm:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-common-jvm:2.10.0	ca062b9abb0298b0d40ae10c2d1ca06d4129f5f60efdc5e8c44c6c2b3375d15b	lifecycle-common-jvm-2.10.0.jar | lifecycle-common-jvm-2.10.0.module
androidx.lifecycle:lifecycle-common-jvm:2.9.4	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-common-jvm:2.9.4	31735e9953aaeeab4e07fcffa4c6ab3519f90b331c4b1da8173df911607d3906	lifecycle-common-jvm-2.9.4.module
androidx.lifecycle:lifecycle-livedata:2.1.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-livedata:2.1.0	1e4c580c995e41cd18455cfb87e3e43955be9db9ec63a8fb3c7259f01b7c4e3c	lifecycle-livedata-2.1.0.pom
androidx.lifecycle:lifecycle-livedata:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-livedata:2.10.0	b6b93686c55a1ca8ec20e7d84a5fe341267e5dac6e390fb1cca398383111eb08	lifecycle-livedata-2.10.0.aar | lifecycle-livedata-2.10.0.module
androidx.lifecycle:lifecycle-livedata:2.3.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-livedata:2.3.1	f8effc901d00ad433f3692b6cc22c792c2c5fbe0ac7bdab4c4da04b9b714510c	lifecycle-livedata-2.3.1.module
androidx.lifecycle:lifecycle-livedata:2.6.2	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-livedata:2.6.2	d7c9e019cf68779387481877878f6c499d1786b85f2c0480e9264dd5097c51c0	lifecycle-livedata-2.6.2.aar | lifecycle-livedata-2.6.2.module
androidx.lifecycle:lifecycle-livedata-core:2.1.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-livedata-core:2.1.0	6839d2e68c8fee4cc3bbf04e6b291a6ae842403fcd5f8d944c27814d296deff3	lifecycle-livedata-core-2.1.0.pom
androidx.lifecycle:lifecycle-livedata-core:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-livedata-core:2.10.0	4bed5e91cd2a7c01558320b6a176dbb867fca3c4c697db948e203be45f910d64	lifecycle-livedata-core-2.10.0.aar | lifecycle-livedata-core-2.10.0.module
androidx.lifecycle:lifecycle-livedata-core:2.3.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-livedata-core:2.3.1	fb996222e3de47f1bdeb8b36590b8c11898a4f72f9138da187365d3103a143fb	lifecycle-livedata-core-2.3.1.module
androidx.lifecycle:lifecycle-livedata-core:2.6.2	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-livedata-core:2.6.2	1faf8ebf53f28b2f0ae2c2095371ae67d0ca16ac328fce7f163609a43214b5a4	lifecycle-livedata-core-2.6.2.aar | lifecycle-livedata-core-2.6.2.module
androidx.lifecycle:lifecycle-livedata-core-ktx:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-livedata-core-ktx:2.10.0	d982082c3279eeb9c187d9897665ca9a90d3443f35dadc689261f4b27c72d9ac	lifecycle-livedata-core-ktx-2.10.0.aar | lifecycle-livedata-core-ktx-2.10.0.module
androidx.lifecycle:lifecycle-process:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-process:2.10.0	a2c3062320873f9ac29ded1d9ca4a2415529c2e4568d53b5f2b813ec52adc664	lifecycle-process-2.10.0.aar | lifecycle-process-2.10.0.module
androidx.lifecycle:lifecycle-runtime:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime:2.10.0	4a8b5eec54d5ecdf099ea53b2e4e9f24db2967ea5d393097b6a6c549ed69308d	lifecycle-runtime-2.10.0.aar | lifecycle-runtime-2.10.0.module
androidx.lifecycle:lifecycle-runtime:2.5.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime:2.5.1	6a390ba7ac02c9004a0a454efc27f925936cc26527e82bc62caafb4fcb0f0db2	lifecycle-runtime-2.5.1.module
androidx.lifecycle:lifecycle-runtime:2.6.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime:2.6.1	41e71d003d437f169d4e8ada59cb1982f1b47b7d25c23010b8fc81d528a740d5	lifecycle-runtime-2.6.1.module
androidx.lifecycle:lifecycle-runtime:2.6.2	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime:2.6.2	8175255546e2a5f510865f84ace680660954730240b1905d9175b4345beda977	lifecycle-runtime-2.6.2.aar | lifecycle-runtime-2.6.2.module
androidx.lifecycle:lifecycle-runtime:2.9.4	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime:2.9.4	d617a519ddb36a308213f5b9af99163b0a3a3739ce0381b6c8d0fa6814613a08	lifecycle-runtime-2.9.4.module
androidx.lifecycle:lifecycle-runtime-android:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime-android:2.10.0	e97ee01daf6f4dccb900bdb7672baab5ad3c7c25c45491fdccf5eba33b6eafff	lifecycle-runtime-android-2.10.0.module | lifecycle-runtime.aar
androidx.lifecycle:lifecycle-runtime-android:2.9.4	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime-android:2.9.4	271e54009fdf3a2cd5ab414e8a09e6af4251b63d484a42c530ab868974a5ea1f	lifecycle-runtime-android-2.9.4.module
androidx.lifecycle:lifecycle-runtime-compose:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime-compose:2.10.0	0f790ce151911010d537cd20452675017ff25fdff1fb5cdf499bf3a05ad42caa	lifecycle-runtime-compose-2.10.0.module
androidx.lifecycle:lifecycle-runtime-compose:2.9.4	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime-compose:2.9.4	0ef3fb28f89b80b90c78ad6ba345164d5590889ee3459b027f26695936291575	lifecycle-runtime-compose-2.9.4.module
androidx.lifecycle:lifecycle-runtime-compose-android:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime-compose-android:2.10.0	807830efa27130649286b0061c972ad9dc0b1a61d1bfc2d71a2e8ddf71f62bc5	lifecycle-runtime-compose-android-2.10.0.module | lifecycle-runtime-compose.aar
androidx.lifecycle:lifecycle-runtime-compose-android:2.9.4	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime-compose-android:2.9.4	a7a073c7db10974627ba883f648a34fe8053f50c294d9192e183c901daea8c65	lifecycle-runtime-compose-android-2.9.4.module
androidx.lifecycle:lifecycle-runtime-ktx:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime-ktx:2.10.0	060ad1753381e7af9d7a5b89829f394ef6fd47f77e31ba4c812462bc37bda618	lifecycle-runtime-ktx-2.10.0.module
androidx.lifecycle:lifecycle-runtime-ktx-android:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime-ktx-android:2.10.0	5c1a269dd0f0ace87f22832883b898bd7b4252d6a87f04c17347d83e3128660e	lifecycle-runtime-ktx-android-2.10.0.module | lifecycle-runtime-ktx.aar
androidx.lifecycle:lifecycle-runtime-testing:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime-testing:2.10.0	de55485ab16d3ab092b16d91c071fb28caa80dfefcd61fe303035d413c2f20dc	lifecycle-runtime-testing-2.10.0.module
androidx.lifecycle:lifecycle-runtime-testing-android:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-runtime-testing-android:2.10.0	c222d3aa3f86d62e6fd6e1cf967545d1dcaae743d75b4c07a6f9e13c4fd50736	lifecycle-runtime-testing-android-2.10.0.module | lifecycle-runtime-testing.aar
androidx.lifecycle:lifecycle-viewmodel:2.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-viewmodel:2.0.0	60b758fd1c664089f82d1c018ed4ff7955c14a2b1620af7aa106591f733e0827	lifecycle-viewmodel-2.0.0.pom
androidx.lifecycle:lifecycle-viewmodel:2.1.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-viewmodel:2.1.0	29aa72e339c3e227e74c973a4c85c7b79c926f0d37b61ed94f4d99a137c9a4b4	lifecycle-viewmodel-2.1.0.pom
androidx.lifecycle:lifecycle-viewmodel:2.10.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-viewmodel:2.10.0	1d860aff0ca598d48e8e83da3f4e6769078498574a18d3b889ec2b8c4090b198	lifecycle-viewmodel-2.10.0.aar | lifecycle-viewmodel-2.10.0.module
androidx.lifecycle:lifecycle-viewmodel:2.6.2	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	androidx.lifecycle:lifecycle-viewmodel:2.6.2	a9fb0b39a8360beef7bdc8f3953d4d78f3d85304fc80adac3c8eaf530d758050	lifecycle-viewmodel-2.6.2.aar | lifecycle-viewmodel-2.6.2.module
